plate_no
69구 2146
00부 2185
72머 6567
25누 5289
22오 9564
47마 4487
27러 4023
56다 5683
15조 0973
14우 4292
56더 5416
62로 7857
15로 8877
65로 8087
28다 5323
73주 9537
61버 4309
68루 3678
36서 4867
78호 0908
18주 5387
84너 2829
49오 5816
96허 8631
53하 1804
39두 8544
17나 5232
79오 4891
27두 0801
36보 0355
58서 9769
12나 2396
43가 6112
10모 1737
75다 8287
72허 8842
77누 3960
39더 6431
23가 0084
29로 8223
55저 3077
99머 3194
76너 6868
30도 6463
46머 7241
63우 6903
16루 8961
27서 1165
70도 8109
52더 0237
93머 4041
15더 6041
23저 7568
74거 4622
41구 1473
52허 1800
25소 0584
62루 9029
47서 6895
99우 1641
48도 1300
25루 9342
24너 3823
34루 9957
96보 0105
21버 2200
03조 0077
01조 1826
76러 7972
49가 4986
77조 3918
07버 5610
78구 7585
48버 7491
95너 0301
11어 5346
43가 6828
68모 8694
83누 3493
96서 2836
97하 3809
80로 0560
15무 3137
16가 7779
13어 9434
86도 1544
35노 3945
35구 9636
92오 1823
51보 9671
63주 2456
49나 5062
88러 4785
23도 2173
56거 5188
09저 3229
51머 7747
26가 7215
54무 4755
16도 6160
25머 0194
26거 4614
67마 3332
75라 9032
59허 2794
77호 5257
93우 5157
52무 8407
82다 5599
14러 2738
75도 5044
76모 7158
12오 6010
42로 0820
53서 6200
97어 7127
86마 3202
91하 7201
68구 0235
42고 9210
75더 1731
67루 8383
68마 4818
56부 8123
75버 1766
20누 6093
03로 4230
21루 9071
53조 1131
68우 0905
35노 7200
14나 4052
37보 0637
61버 8350
41보 0895
30보 4398
16다 2060
86루 6407
19저 8877
37나 1069
65고 1849
68버 3673
42수 5654
26서 5580
95어 7582
29무 5139
45어 2288
96라 4111
14고 7045
86로 6308
14구 9559
08어 9133
84저 5308
05마 6219
30러 0447
73두 2915
63두 3510
88우 4330
77너 9215
23가 3552
32부 1444
66로 1327
80호 7820
33라 2583
04더 2357
34허 1967
97보 6681
19버 2985
59거 6334
88두 3301
10구 6471
06다 3022
02조 9810
42더 9909
96너 9284
24더 2248
37우 0831
45머 9666
33서 2234
23수 2478
19루 6717
14마 2283
77머 4228
07버 3173
89서 6471
71허 0146
78라 3123
02더 5952
17두 9197
13두 0157
65오 0299
14어 4708
18주 0481
55수 8092
06허 7978
53다 9942
15모 2073
41너 3423
70두 0017
10하 5212
54우 8859
02조 0772
43마 2237
50도 9713
77로 4071
40무 7952
17조 9647
43어 7923
92어 9220
56저 0175
25수 9143
31로 8158
92어 4033
34부 3426
47어 0377
73허 5291
62무 5468
06허 7845
18보 7970
89조 4361
61더 7398
69저 2580
73거 3841
14오 7696
76주 2449
